Property reference,Postal District,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15
810,S72,338,326.46,331.77,302.53,374.61,368.9,401.48,343.81,340.57,326.87,307.7,300.13,301.06,323.14,347.58,28.37,362.43,326.23,0,283.94,573.53,497.42,521.33,464.9,446.94,414.76,461.31,446.57,479.03,460.83,501.32,537.49,544.37,514.03,572.83,572.74,631.35,652.71,704.94,855.69,843.85,650.22,749.09,681.39,469.24,501.27,467.52,504.01,519.91,496.25,535.82,522.71,565.69,647.16,680.81,765.67,562.44,505.68,500.04,506.55,536.72,524.25,532.92,582.27,564.39,579.07
813,S71,395.68,294.07,320.23,341.83,,586.24,352.03,303.58,213,287.65,231.43,250.77,304.03,347.93,353.45,583.1,274.77,311,261.26,363,202.78,265.77,263.83,291.35,282.58,178.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,S72,287.06,273.89,84.52,12.73,258.58,348.6,314.42,295.68,240.83,173.74,241.1,260.23,238.06,212.72,288.48,310.6,369.57,267.73,248.52,419.8,255.47,313.68,271.9,297.35,260.61,283.93,166.56,289.89,261.46,242.49,236.86,260.27,175.3,272.52,260.1,249.9,264.98,303.86,268.63,405.66,360.93,483.03,339.1,322.78,259.62,277.5,303.65,256.18,311.6,303.88,252.06,226.17,365.75,338.4,223.32,6.3,213.44,337.12,366.78,352.71,334.92,352.98,319.24,376.77,329.31,352.39
820,S72,,,,310.33,414.87,252.13,315.06,245,359.17,317.81,319.6,301.71,300.52,315.06,,,,,,,,,,,,,281.55,258.87,299.71,232.53,265.8,212.48,244.5,224.87,237.77,251.42,248.45,214.57,223.21,263.9,231.06,284.61,256.56,245.93,246.9,242,298.48,169.29,,,,257.71,210.85,254.4,239.52,263.67,273.36,229.62,249.18,242.19,242.97,190.86,189.36,255.99,282.83,248.18
823,S73,263.94,284.79,299.42,295.97,305,292.07,274.35,297.19,61.27,0.03,10470.03,0,0,0,0,0,0,138.37,71.97,73.68,270.4,290.84,281.9,276.33,296.04,308.21,339.99,337.43,318.83,325.85,,,286.78,330.97,271.81,285.23,150.87,109.11,238.96,259.75,232.01,163.5,106.4,135.73,155.1,141.94,131.05,117.32,120.4,151.75,135.78,126.69,139.88,169.86,118.19,140.31,176.97,150.04,136.17,117.84,116.51,104.66,108.02,250.29,231.36,231.13
824,S73,350.68,331.82,312.58,335.37,320.84,336.7,344.03,263.61,63.83,1100.35,262.2,291.68,295.68,288.96,319.81,280.4,402.84,288.17,331.29,322.48,339.33,343.06,351.8,360.39,369.74,357.21,386.44,350.19,403.95,393.36,369.16,299.1,356.63,362.26,337.67,336.06,348.37,342.86,349.56,317.67,371.11,378.6,368.85,316.71,444.96,445.83,455.43,448.35,463.33,426.15,462.23,436.41,464.44,538.78,573.45,522.61,650.78,536.77,525.91,539.87,562.18,539.45,502.33,548.57,474.12,592.39
827,S74,256.71,290.32,361.81,349.53,261.32,325.1,293.97,307.19,317.67,326.35,309.13,252.42,282.52,245.36,297.94,272.2,213.44,255.6,284.81,293.42,296.33,317.29,343.3,571.97,296.68,239.76,297.59,245.67,276.23,235.62,274.32,276.97,296.97,947,71.27,25.61,62.51,254.14,249.62,267.78,273.4,292.5,331.98,285.27,294.75,294.24,331.41,368.88,251.19,283.63,355.2,250.68,289.19,317.88,314.27,331.23,297.6,263.79,248.19,265.91,271.86,226.45,260.34,221.43,307.13,263.06
828,S74,,,62.04,60.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,S75,484.52,438.21,407.35,423.43,284.77,593.9,465.14,372.49,398.93,371.16,357.1,391.19,413.48,356.11,373.65,514.7,422.06,354.73,418.29,395.52,355.33,374.68,346.13,396.74,385.77,351.72,387.61,473.07,3052.48,0,123.42,461.77,313.07,354.45,442.67,341.19,364.03,332.61,346.97,475.5,411.82,366.75,414.06,466.95,400.92,343.25,367.56,400.53,379.01,354.92,348.26,479.09,381.42,460.44,441.23,223.64,362.13,326.58,300.45,366.33,350.04,349.59,438.33,334.55,290.83,359.7
833,S75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.5,205.23,0,0,0,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,S75,214,226.79,220.58,296.43,366.26,367.97,367.35,362.35,333.67,372.9,377.53,283.61,198.9,204.36,218.68,210.6,189.55,208.63,176.16,173.74,205.53,200.1,174.4,151.55,218.52,285.48,112.13,112.83,111.51,87.9,139.4,128.97,123.63,123,132.4,151.61,148.37,138.11,141.99,122.43,106,98.13,55.25,1427.87,,,,,,,,,,,,,,,,,,,,,,
838,TS13,296.39,218.29,243.26,430.67,263.23,325.56,,209.49,187.97,336.84,276.57,565.65,364.71,236.75,295.55,363.93,307.52,256.57,346.26,232.98,253.57,257.77,245.9,0,0,0,0,0,34.13,291.89,289.87,224,243.9,340.81,257.63,468.19,320.84,266.04,277.07,258.63,259.48,212.01,318.31,238.35,302.29,240.41,262.32,129.19,0,167.21,269.41,294.81,195.18,230.02,,,,,,,,,,,,
840,WF1,230.03,204.54,179.65,246.53,230.42,271.73,162.55,202.03,208.33,134.48,176.93,253.81,216.74,212.45,278.53,11.4,0,0,0,477.42,0.47,209.23,222.13,199.48,216.06,212.93,178.63,242.27,225.77,233.7,144.39,224.42,143.27,211.19,194.83,218.85,211.82,218.57,148.84,249.39,247.99,269.46,157.08,0,,157.4,219.06,222.42,210.48,215.94,231.86,250.2,232.37,163.38,203.37,216.03,141.67,215.25,226.11,233.22,242.27,261.26,277.51,288.43,287.25,270.78
841,WF2,33.16,33.14,44,285.67,310.32,307,314.19,334.84,296.33,302.9,276,227.14,,,,,,,,,221.6,198.39,205.67,212.58,188.29,222.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,WF2,523.35,594,632.13,692.63,703.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,HU8,202,200.64,194.97,206.83,227.29,236.37,213.48,215.58,221.23,214.1,212.93,206.68,199.97,208.57,197.9,203,221.52,223.83,227.71,209.13,201.1,204.39,200.6,194.77,204.03,207.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,WF1,324.81,324.32,299.03,320.07,298,275.93,259.13,208.65,246.3,251.68,271.47,289.68,294.94,273.32,256.42,268.4,272.31,149.23,259.81,257.13,277.87,304.1,292.87,310.16,305.9,317.59,291.5,263.8,268.32,276.6,308.42,139.26,243.07,292.13,257.7,222.9,305.67,250.36,230.05,214.17,225.1,168.33,183.84,112.38,225.64,189.9,231.96,297.87,272.38,285.48,269.07,249.48,273.84,260.7,269.3,140.95,260.85,293.6,314.22,285.18,289.28,281.67,285.8,278.88,285.13,286.99
848,WF2,244.1,274.75,248.55,254.03,260.48,244.67,243.23,190.1,242.47,187.94,271.53,224.26,287.65,294.04,253.77,239.07,258.26,165.07,0,2.45,1.16,0.19,0,0,0,0,2.87,231.45,219.87,213.94,240.26,193.58,222.2,211.29,202.8,186.42,179.77,221.64,205.55,240.02,227.96,231.69,192.31,200.53,220.11,199.96,240.36,267.04,242.2,211.07,236.98,223.38,229.9,235.35,257.25,227.59,222.27,261.61,235.44,212.23,246.69,187.94,223.57,217.38,249.94,235.52
849,WF2,333.29,338.04,517.52,2.67,53.45,124,309.32,303.9,264.1,191.81,245.67,237.87,272.94,214.82,110.61,140.1,142.23,196.23,294.35,187.06,104.63,127.32,107.73,160.84,99.05,110.83,53.84,121.02,137.11,167.71,144.02,118.28,123.3,77.71,62.91,45.9,52.39,44.39,24.26,7.74,80.74,113.37,134.68,118.95,92.31,38.81,32.46,55.83,83,97.43,98.49,247.44,281.5,170.37,141.65,120.37,119.73,120.86,121.08,108.2,110.84,,98.83,92.91,99.64,117.72
851,WF2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,WF2,398.84,928.14,136.81,0,85.42,108.87,110.19,100.87,123.03,105.05,,,,,,,,,,528.17,216.83,78.26,80.43,84.42,85.91,90.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,WF2,265.84,244.96,233.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,WF3,0,0,120.32,0.2,107.97,130.93,128.17,145.52,34.6,118.06,127.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,WF3,143.16,1.86,18.58,4.57,46.19,53.33,23.23,5.9,0,0,0,0,0,0,0,0.03,0,11.23,0,0,0,0,0,0,0,69.87,192.92,202.23,137.59,138.73,158.03,157.97,143.93,161.55,203.4,230.19,198.55,273.07,206.33,198.7,176.92,178.77,173,192.34,169.68,172.95,172.8,197.27,197.76,193.08,202.03,198.69,192.74,205.62,193.44,204.65,184.74,167.01,,,,,,,,
862,WF3,6239.19,558.61,537.9,496.27,519.32,505.53,538.13,143.9,0,0.03,0,0,1.23,0,0,0,0,0.03,0,369.1,456.66,459.94,422.07,472.39,500.19,511.59,544.73,488.13,454.61,432.25,585.29,479.1,451.9,486.29,454.93,352.71,486.9,508.75,515.25,539.88,556.11,683.34,630.03,438.76,608.16,425.56,514.59,505.97,531.64,547.59,521.09,527.11,535.37,580.86,650.82,397.57,586.93,547.03,549.47,537.74,450.52,472.69,557.67,534.72,515.9,482.59
865,WF3,0,0,118.65,152.33,164.39,147.17,128.23,145.84,152.01,152.67,135.3,139.1,144.87,154.71,159.58,149.37,133.77,145.9,156.16,138.26,140.43,151.9,125.6,85.39,48.13,240.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,WF4,193.97,200.79,236.52,238.2,293.9,271.93,244.94,282.74,128.73,208.13,189.53,221.19,219.16,228.96,240.26,245.4,237.48,173.87,271.1,254.16,195.38,212.77,248.37,189.52,232.26,232.62,244.19,260.52,258.39,176.97,209.07,294.92,225,208.19,203.53,221.32,234.99,225.32,229.55,294.36,292.35,268.83,273.34,248.01,268.03,231.36,238.38,182.4,248.01,193.69,571.33,314.28,139.72,781.8,255.34,267.7,230.52,1011.1,105.33,249.65,195.18,366.01,1008.89,2240.05,232,253.01
868,WF4,303.45,233.5,249.71,331.23,292.1,298.87,600.52,346.97,333.93,350.29,293.47,390.55,345.03,319.93,292.74,393.07,362.03,378.83,349.16,248.39,346.03,317.55,372.63,435.26,355.35,358.07,344.29,310.68,308.41,292.53,268.23,118.35,0,10005.25,0,192.07,326.26,277.33,318.67,252.42,318.34,330.93,470.47,335.58,273.6,288.58,282.47,318.34,280.92,263.31,241.77,481.89,857.92,327.99,480.14,16.03,0,131.67,163.2,194.86,178.97,174.47,187.65,203.87,151.98,187.46
870,WF4,263.9,239.21,310.29,272.27,178.06,383.5,339.35,206.13,189.7,169.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,WF4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,WF5,1.35,24.62,1.15,1.03,31.52,2.07,0.25,60.06,1.96,1.05,43.58,4.85,12.94,39.59,0.58,1.23,,,0.28,33.64,2.17,189.39,480.27,6.32,11.97,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,WF6,36145.48,0,0,122.09,230.81,,0,0,0,,,,3.62,0,0,0,0,0,0,0,0,493.69,477.98,469.61,502.88,595.86,574.8,562.19,537.28,541.2,536.04,391.86,473.02,559.76,516.71,575.91,568.78,529.03,537.37,536.1,525.8,525.18,603.23,510.74,,546.39,604.86,536.4,531.9,412.81,375.46,687.36,644.28,527.4,430.26,512.28,525.27,1090.05,549.36,545.57,549.59,496.67,439.86,430.98,486.32,419.44
884,WF5,540.87,497,487.68,463.8,520.29,556.23,448.85,412.23,423.3,,498.33,515.37,498.37,513.39,532.47,599.23,508.69,617.7,637.98,641.31,666.32,735.74,663.85,572.18,650.74,612.19,631.39,652.73,674.92,589.71,1091.4,1078.42,1089.17,1055.61,1015.87,1112.97,1098.93,1093.82,1152.01,1046.71,496.19,611.94,658.63,648.03,692.65,653.69,647.31,630.23,597.51,611.29,657.45,662.52,690.73,678.33,714.08,726.79,591.3,553.62,572.85,608.92,718.95,649.67,568.7,716.38,727.81,646.98
888,WF7,263.97,253,252.61,299.13,291.84,369.23,296.61,294.65,299.2,298.71,270.4,234.35,215.9,195.46,173.87,168.07,183.77,153.57,177.48,193.29,192.37,191.9,67.97,202.39,174.65,149.72,156.41,177.4,147.58,158.5,185.65,148.61,164.17,159.74,156.27,166.84,158.1,177.21,153.97,193.33,159.74,159.22,131.84,140.03,148.97,,,,,,,,,310.5,367.35,274.06,231.77,203.94,184.53,153.12,108.2,2.06,187.4,413.52,347.1,441.58
890,WF7,87.41,276.43,1.39,19.87,0,0,0,,,,,,,223.37,228.16,136.03,216.61,202.5,212.84,457.19,429.3,221.71,134.33,192.39,173.77,220.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,WF8,51522.58,51763.21,15722.62,555.26,496.49,566,548.76,482.69,492.49,530.52,555.47,528.11,553.42,474.28,552.05,490.11,474.8,485.58,432.06,427.19,352.19,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,WF9,272.48,270.82,160.81,247.23,255.48,261,253.19,236.94,244.13,249.26,280.67,34.03,0,,0.25,0,0,0,0,117.26,196.93,205.39,203.1,193,212.23,221.28,186.52,224.98,252.4,188.85,181.81,153.32,102.3,2.45,36.87,137.97,125.98,156.85,181.94,220.59,161.96,207.25,,,,,,,,,,,,,,,,,,,,,,,,
898,WF9,239.65,210.14,204.65,150.37,172.32,265,156.32,87.87,199.07,210.68,215.6,203.35,224.39,251.18,274.1,189.54,1728.59,286.07,775.46,447.1,213.5,160.97,227.3,213.22,165.68,214.66,654.68,205.71,257.55,255.42,342.45,237.36,310.6,227.9,227.77,277.16,233.2,196.32,218.34,210.75,222,223.19,436.11,,,199.2,212.61,214.32,247.82,238.05,366.27,290.67,329.37,280.44,291.08,256.62,276.06,307.63,317.85,326.53,299.96,389.25,418.82,386.91,326.24,421.04
901,WF9,20556.45,20503.21,5636.71,261.83,231.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,S35,,,658.9,783.03,1276.65,775.7,384.39,508.77,406.53,387.32,365.83,331.61,339.77,421.71,443.1,576.67,370.58,508.83,588.16,432.32,491.3,408.71,296.3,361.54,326.29,383.07,459.29,420.96,537.74,430.23,465.65,478.54,571.6,455.33,341.87,360.42,308.74,401.89,449.55,621.81,411.65,476.33,474.94,,,379.45,342.78,345.98,323.22,330.97,394.02,19.1,288.49,337.29,339.91,322.55,246.06,310.79,274.5,285.18,222.94,282.7,294.04,288.55,243.29,356.53
906,S13,194.94,177.14,185.94,229.3,191.19,231.53,206.61,208.39,146.93,176,166.1,183.55,209.16,207.89,250.97,227.7,202.55,198.5,218.74,213.65,158.93,151.9,198.03,230,187.55,208.76,202.48,222.23,274.58,195.73,213.39,178.12,145.37,217.19,227.73,303.03,220.92,242.25,312.92,148.33,178.98,187.2,205.76,201.71,254.73,278.4,308.46,354.69,325.39,267.43,209.65,230.48,0,121.74,251.25,206.13,191.67,267.59,337.71,295.78,292.99,269.1,265.07,310.23,273.43,258.4
907,S61,83.81,59.5,79.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,LS27,173.71,144.89,22.77,112.68,118.65,191.45,165.77,162.71,200.37,172.52,156.53,220.31,196.44,164.32,144.39,138.23,109.53,117.27,148.3,168.67,144.95,172.25,4.29,300.64,280.87,17.34,11.52,0.07,9.19,2.03,0.23,0.13,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,HX2,467.61,477.96,463.9,389.87,473.94,466.83,450.06,256.48,362.13,432,319.47,250.77,293.26,297.57,284.68,255.3,219.48,228.4,226.63,235.19,265.7,237.26,232.97,197.32,320.84,208.21,222.44,68.77,83.87,218.53,213.97,245.55,241.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,LS21,40764.19,7178.36,405.2,415.78,385.09,345.95,334.98,435.95,419.65,421.61,419.69,394.86,411.91,411.9,413.19,405.91,421.95,425.75,338.05,426.94,344.6,432.19,442.73,437.43,422.49,408.79,451.38,334.29,423.69,415.7,344.48,416.47,421.72,417.41,412.38,395.47,414.64,401.64,418.16,417,334.97,428.4,331.64,394.96,85.92,159.59,346.66,167.04,0,250.43,423.05,446.07,353.61,446.22,338.66,428.89,334.98,411.68,424.77,402.07,431.25,413.42,431.5,328.32,341.65,405.2
913,WF4,167.52,177.79,164.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,BD23,141.68,148.18,177.39,204.17,241.81,195.6,78.1,0,0,0,67.17,119.06,131.61,125.86,91.29,111.8,84.06,66.3,67.94,67.52,6.87,,,,,,,1.45,1.13,2.03,1.77,1.97,5.33,4.87,12.33,1.35,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
915,WF10,449.84,431.96,429.23,315.63,325.9,408.53,206.71,285.77,311.5,245.03,424.53,427.13,451.77,435.21,312.48,261.63,364.29,327.03,239.32,312.29,217.97,255.23,396.47,411.23,408.35,401.59,283.08,316.43,198.03,274.84,297.23,253.19,215.47,278.9,378.6,390.13,394.26,389.46,188.04,330.06,152.58,288.14,71.36,247.78,234.51,217.22,429.38,402.85,399.66,391.82,277.61,319.95,241.14,227.07,187.98,346.38,82.32,202.45,366.24,409.27,376.87,389.83,308.78,262.95,114.71,298.21
916,HX6,273.06,297.14,333.84,310.47,333.32,317.6,311,326.58,349.27,320.1,300.07,292.03,284.74,280.25,308.45,345.63,288.42,326.13,297,280.84,286.27,289.32,294.97,300.1,271.87,285.72,296.24,293.87,324.13,313.52,321.9,303.92,897.2,0,6.43,0,195.9,309.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,BD21,293.77,297.14,296.1,272.07,294.97,288.03,293.81,232.48,288.1,227.97,11.83,0,5.67,,,,,,,,270.14,313.55,264.4,285.69,377.48,421.31,385.01,335.17,661.05,,,,391.88,112.29,232.63,562.71,945.19,2995.82,1874.81,1783.31,2373.33,1620.06,0,0,0,139.17,206.73,178.81,216.44,222.03,227.41,354.63,767.97,231.8,193.04,238.04,233.34,237.51,253.8,239.64,292.35,297.74,269.75,264.6,273.14,268.25
919,WF11,132.29,120.43,157.23,168.13,179.32,225.4,148,125.1,134.27,88.48,0,55.29,104.23,104.46,130.32,137.07,141.58,151.5,131.55,39.19,127,146.77,128.97,165.74,103.16,80.07,47.33,87.63,0,5.63,16.13,20.1,42.06,28.19,15.83,7.71,0,1.36,2.33,2.19,0,0,38.96,29.44,338.13,342.65,292.28,284.92,281.09,293.43,328.81,314.43,319.24,571.74,447.18,300.31,320.28,271.05,273.36,261.46,251.48,286.26,317.63,304.83,243.39,3.94
920,WF11,208.97,199.86,196,215,174.39,201.53,170.94,206.13,214.1,221.23,248,134.84,143.39,160.54,148.58,110.2,134.84,133.23,98.03,137.06,132.3,138.94,140.17,158.32,127.16,121.9,120.8,251.91,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,WF15,170.61,149.82,183.21,190.64,217.84,233.77,198.61,201.03,221.1,182.79,,,,,,,,,,,,,35483.84,638.81,0.04,,177.97,241.57,228.06,191.86,262.52,249.65,231.7,234.03,238.3,235.35,225.16,241.11,796.01,577.44,221.23,222,3.69,42.24,352.89,391.67,365.07,1.05,0,362.19,808.03,430.2,,429.18,434.03,451.92,435.09,452.67,498.6,374.77,347.52,389.58,803.75,304.62,318.72,322.04
922,WF15,130.03,128.21,96.18,141.66,133.84,105.79,,103.06,101.1,119.06,118.47,114.81,130.23,109.86,116.71,141.6,131.13,128.63,133.1,90,0,0.06,0.4,0.53,28.87,128.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,WF13,17946.93,20076.43,24230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,WF12,506.92,580.28,586.18,379.56,381.09,412.14,375.15,325.55,276.12,310.18,303.11,316.95,271.18,274.76,281.16,235.49,0,0,0,0.01,0,0,0,,0.02,0,233.25,236.72,0,0,0,0.02,0,254.93,309.7,289.54,275.52,294.93,300.11,175.68,0,68.14,386.83,362.9,349.17,346.44,387.13,,397.8,381.91,781.76,681.47,480.01,386.31,474.56,301.16,536.96,631.92,1041.77,671.34,449.42,372.59,380.92,552.85,423.5,350.97
929,WF12,113.94,131.43,122.53,98.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,WF14,0,0,0,0.64,286.42,412.23,386,389.71,473.47,344,,449.87,485.68,419.18,494.42,450.27,432.39,378.63,534.61,716.87,511.87,675.5,686.73,748.97,771.13,798.21,800.61,774.03,747.84,754.6,768.42,620.19,1349.9,772.77,874.81,796.58,904.94,799.57,854.97,851.5,736.17,729.78,672.88,675.58,778.56,722.17,614.86,684.06,776.64,746.71,739.84,755.82,731.47,743.19,707.75,721.02,779.73,754.84,894.27,2792.09,36976.56,,,,,
932,WF13,75.59,55.19,177.92,21.69,0.44,12.15,39.44,14.67,0.88,7.37,99.19,272.23,156.49,171.96,324.37,361.99,338.59,120.85,151.67,165.39,245.98,278.28,309.88,304.01,346.99,122.12,252.04,367.14,399.6,377,344.01,419.26,324.41,330.96,303.55,460.15,406.43,396.28,468.47,534.55,576.81,453.48,640.13,593.39,497.76,452.06,496.92,423.44,555.36,599.79,360.22,227.94,457.4,189.66,100.21,162.79,519.54,599.23,194.49,289.45,598.99,481.02,608.15,619.41,474.95,420.31
933,WF15,155.55,143.68,125.06,122.73,124.87,74,147.23,130.35,133.67,132.84,129.9,174.94,135.35,156.61,130.71,189.98,109.21,167.68,170.68,121.81,136.87,121.97,132.33,138.55,182.13,103.83,99.93,129.97,115.19,148.77,118.9,97.45,142.03,144.55,126.87,160,128.23,126.61,134.09,139.41,146.32,151.05,163.28,171.53,138.94,126.58,137.39,148.06,108.32,91.35,149.45,116.41,118.46,132.81,64.34,119.91,103.27,112.31,124.14,93.25,119.21,104.79,124.05,125.85,118.36,105.01
935,YO43,403.9,412.46,390.01,425.45,345.97,515.77,441.48,416.03,276.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,WF14,439.41,421.02,528.44,359.67,283.24,252.58,218.96,251.04,200.2,259.23,435.91,541.05,430.71,369.72,316.9,300.24,322.6,328.5,389.34,369.91,422.31,495.57,453.72,971.48,570.68,423.31,425.02,340.78,311.44,277.77,273.9,314.44,241.98,242.3,297.94,425.52,270.68,273.37,403.55,322.78,302.46,354,451.25,390.86,384.27,608.53,539.28,470.76,301.18,248.01,279.89,297.96,236.89,275.55,298.1,247.47,266.01,212.89,337.8,236.15,238.56,375.2,235.94,233.1,201.75,241.46
938,WF14,225.77,273.14,200.87,308.06,543.16,352.6,278.9,270.58,234.6,253.77,252.97,243.84,252.23,226.82,269.03,386.45,,,,,,,,0,63.56,247.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,WF15,229.55,245.61,291.12,236.23,242.77,243.9,257.45,314.77,243.9,269.65,193.2,271.61,276.26,200.75,168.74,289.4,571.74,600.33,747.77,780.13,820.33,1012,972.97,1047.81,892.42,694.66,667.52,351.47,325.48,325.03,328.16,305.1,186.43,318.13,287.52,276.45,265.68,279.61,292.84,273.3,283.05,293.12,269.19,2993.52,19152.76,234.64,267.1,30.35,17200.7,,,,,,,,,,,,,,,,,
945,WF15,369.1,363.79,337.52,360.99,359.51,370.67,279.45,350.81,391.57,344.23,379.1,342.03,367.52,398.46,385.74,348.4,183.91,159.74,178,157.03,169.05,162.13,182.27,182.84,282.44,188,122.11,186.23,214.23,175.09,177.9,161.23,168,206.97,276.24,255.32,265.68,273.79,254.11,304.53,308.03,912.75,6717.16,10826.07,5730.71,740.57,298.26,295.87,304.4,298.19,277.89,377.52,390.12,278.58,289.54,266.6,241.29,245.87,208.95,262.34,281.29,246.31,245.94,257.13,251.22,233.52
946,WF16,427.46,382.46,361.65,426.96,156.19,234.3,178.07,97.25,308.18,29.1,2.04,0.97,0,1.33,0.35,4.67,0,0.02,0.02,0.03,0.18,0.04,0,0,0,0,316.95,505.46,657.72,469.08,148.69,369.04,30.8,34.49,151.66,221.61,603.15,470.01,478.33,494.45,614.01,585.51,635.97,666.17,741.3,886.94,894.54,812.39,858.98,922.53,832.73,916.56,810.09,1095.78,862.29,723.02,650.85,738.9,739.8,680.81,789.91,485.45,686.55,581.7,366.62,7.16
947,WF15,121.13,120.5,128.1,104.85,133.93,129.73,131.91,133.35,150.1,184.55,328.47,292.68,117.39,130.11,106.9,245.1,130.68,126.3,130.65,96.76,86.3,128.03,131.4,128.23,198.94,158.17,144.61,156.38,156.4,146.33,244.34,202.94,142.07,167.48,120.33,125.36,138.64,121.57,117.79,108.18,123.07,142.32,151.05,277.14,136.02,114.73,94.64,111.33,249.94,104.08,95.7,118.68,157.88,124.41,116.42,140.17,181.71,163.77,149.16,207.55,133.98,129.63,190.53,154.8,133.96,109.18
948,WF17,3775.81,4301.79,6240.37,,,,,,37.85,41.94,53.8,55.44,48.37,41.48,57.34,62.15,54.81,54.32,58.44,46,39.2,31.95,40.77,45.18,41.47,35.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,WF17,315.35,371.74,361.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,WF14,253,382.91,219.98,210.99,274.42,233.94,296.84,296.25,282.84,132.63,262.29,267.8,223.37,228.76,199.16,158.91,250.7,196.33,267.46,301.94,232.51,129.53,226.6,252.94,197.58,254.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,WF15,336.64,334.25,366.97,331.78,314.89,364.8,337.14,338.84,349.63,320.32,305.93,251.06,303.23,287.46,326.77,202.4,181.74,209.09,167.13,298.65,325.4,316.71,302.83,289,327.46,200.66,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,WF15,242.52,234.36,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
