Reference,Road,Ward,Defect,Recorded,Completed,Cost,Easting,Northing
HWO2528497,ELFORD PLACE WEST -  (Gipton and Harehills) - 23004644-001,Gipton and Harehills,Pothole Carriageway,08/09/2025,12/09/2025,71.67,431744.21,435217.44
HWO2528496,ELFORD ROAD -  (Gipton and Harehills) - 23004645-001,Gipton and Harehills,Pothole Carriageway,08/09/2025,12/09/2025,71.67,431751.86,435208.78
HWO2528491,DRIGHLINGTON BYPASS -  (Morley North) - A-0650-002,Morley North,Pothole Carriageway,08/09/2025,28/10/2025,71.67,421492.43,428541.87
HWO2528490,MILAN ROAD -  (Gipton and Harehills) - 23008267-001,Gipton and Harehills,Pothole Carriageway,08/09/2025,15/09/2025,71.67,432029.89,435454.22
HWO2528488,MILAN ROAD -  (Gipton and Harehills) - 23008267-001,Gipton and Harehills,Pothole Carriageway,08/09/2025,15/09/2025,71.67,431976.99,435465.19
HWO2528485,SHAW CLOSE -  (Guiseley and Rawdon) - 23020818-002,Guiseley and Rawdon,Pothole Carriageway,08/09/2025,,71.67,419783.95,441883.37
HWO2528483,SHAW CLOSE -  (Guiseley and Rawdon) - 23020818-001,Guiseley and Rawdon,Pothole Carriageway,08/09/2025,,71.67,419849.4,441898.18
HWO2528480,NEWLAY LANE PLACE -  (Bramley and Stanningley) - 23008791-001,Bramley and Stanningley,Pothole Carriageway,08/09/2025,19/09/2025,71.67,424200.0557,435921.4914
HWO2528478,GANNERS CLOSE -  (Bramley and Stanningley) - 23005282-001,Bramley and Stanningley,Pothole Carriageway,08/09/2025,19/09/2025,71.67,424396.06,435752.96
HWO2528477,GANNERS MOUNT -  (Bramley and Stanningley) - 23005287-001,Bramley and Stanningley,Pothole Carriageway,08/09/2025,19/09/2025,71.67,424299.2362,435719.0631
HWO2528469,SILVER ROYD HILL -  (Farnley and Wortley) - 23010988-003,Farnley and Wortley,Pothole Carriageway,08/09/2025,19/09/2025,71.67,425699.31,432936.329
HWO2528463,SILVER ROYD TERRACE -  (Farnley and Wortley) - 23010981-001,Farnley and Wortley,Pothole Carriageway,08/09/2025,19/09/2025,71.67,425872.61,432864.2667
HWO2528460,SILVER ROYD CLOSE -  (Farnley and Wortley) - 23010985-001,Farnley and Wortley,Pothole Carriageway,08/09/2025,15/09/2025,71.67,425960.25,432899.805
HWO2528458,SWALLOW CRESCENT -  (Farnley and Wortley) - 23011831-001,Farnley and Wortley,Pothole Carriageway,08/09/2025,19/09/2025,71.67,426039.4433,432943.7967
HWO2528457,SWALLOW AVENUE -  (Farnley and Wortley) - 23011829-001,Farnley and Wortley,Pothole Carriageway,08/09/2025,15/09/2025,71.67,,
HWO2528445,WETHERBY ROAD -  (Harewood) - A-0058-066,Harewood,Pothole Carriageway,08/09/2025,24/09/2025,71.67,435840.35,440365.94
HWO2528442,WETHERBY ROAD -  (Harewood) - A-0058-066,Harewood,Pothole Carriageway,08/09/2025,24/09/2025,71.67,435677.66,440217.96
HWO2528440,WETHERBY ROAD -  (Harewood) - A-0058-066,Harewood,Pothole Carriageway,08/09/2025,24/09/2025,71.67,435495.01,440012.63
HWO2528439,WETHERBY ROAD -  (Harewood) - A-0058-062,Harewood,Pothole Carriageway,08/09/2025,24/09/2025,71.67,435278.34,439182.34
HWO2528438,WETHERBY ROAD -  (Harewood) - A-0058-062,Harewood,Pothole Carriageway,08/09/2025,24/09/2025,71.67,435186.75,438823.69
HWO2528430,WATTLESYKE -  (Harewood) - A-0659-047,Harewood,Pothole Carriageway,08/09/2025,09/09/2025,71.67,440287.84,445880.49
HWO2528425,WATTLESYKE -  (Wetherby) - A-0659-050,Wetherby,Pothole Carriageway,08/09/2025,09/09/2025,71.67,441103.65,445737.44
HWO2528419,SUNNYVIEW -  (Ardsley and Robin Hood) - 23022733-001,Ardsley and Robin Hood,Pothole Carriageway,08/09/2025,16/10/2025,71.67,430117.86,425038.98
HWO2528417,SUNNYFIELD -  (Ardsley and Robin Hood) - 23022732-001,Ardsley and Robin Hood,Pothole Carriageway,08/09/2025,16/10/2025,71.67,430071.15,425048.53
HWO2528408,BACK KITSON STREET - (Burmantofts Richmond Hill) - 23001103,Burmantofts and Richmond Hill,Pothole Carriageway,08/09/2025,,71.67,431654.4289,433000.2159
HWO2528406,ROUNDHAY PARK LANE - (Harewood) - 23010521,Harewood,Pothole Carriageway,08/09/2025,21/10/2025,71.67,432971.5379,439616.1113
HWO2528405,SHADWELL PARK DRIVE - (Harewood) - 23010866,Harewood,Pothole Carriageway,08/09/2025,17/09/2025,71.67,432977.8807,439915.0771
HWO2528404,THE BOYLE - (Harewood) - 23021570,Harewood,Pothole Carriageway,08/09/2025,15/09/2025,71.67,439944.1828,437551.5083
HWO2528402,WOODLAND LANE - (Chapel Allerton) - 23013695,Chapel Allerton,Pothole Carriageway,08/09/2025,10/09/2025,71.67,430776.9377,437084.3935
HWO2528399,GRANGE AVENUE - (Garforth and Swillington) - 23021419,Garforth and Swillington,Pothole Carriageway,08/09/2025,16/09/2025,71.67,440867.1797,432939.8429
HWO2528398,HATHAWAY DRIVE - (Cross Gates and Whinmoor) - 23014079,Cross Gates and Whinmoor,Pothole Carriageway,08/09/2025,07/10/2025,71.67,435669.1755,437916.5975
HWO2528390,LEEDS ROAD - (Kippax and Methley) - 23021708,Kippax and Methley,Pothole Carriageway,08/09/2025,16/09/2025,71.67,441301.646,431047.3302
HWO2528388,SIMPSON GROVE - (Armley) - 23010995,Armley,Pothole Carriageway,08/09/2025,15/09/2025,71.67,427706.483,433332.1268
HWO2528386,LEEDS ROAD - (Kippax and Methley) - 23021708,Kippax and Methley,Pothole Carriageway,08/09/2025,16/09/2025,71.67,441297.6618,431047.7102
HWO2528385,OLD ROAD - (Morley North) - 23022405,Morley North,Pothole Carriageway,08/09/2025,16/09/2025,71.67,427521.704,429871.3319
HWO2528384,HOUGH END LANE - (Armley) - 23006657,Armley,Pothole Carriageway,08/09/2025,15/09/2025,71.67,424485.9056,434161.1864
HWO2528381,OTLEY OLD ROAD SERVICE ROAD 4 - (Weetwood) - 23014055,Weetwood,Pothole Carriageway,08/09/2025,,71.67,425610.928,439659.4931
HWO2528374,FARNLEY LANE - (Otley and Yeadon) - 23022199,Otley and Yeadon,Pothole Carriageway,08/09/2025,,71.67,420461.0888,446188.0983
HWO2528371,SUSSEX AVENUE - (Horsforth) - 23021253,Horsforth,Pothole Carriageway,08/09/2025,09/09/2025,215.01,424360.898,439037.0117
HWO2528365,HOUGH END LANE - (Armley) - 23006657,Armley,Pothole Carriageway,08/09/2025,08/09/2025,71.67,424483.7493,434163.8034
HWO2528362,LITTLE NEVILLE STREET -  (Beeston and Holbeck) - 23007634-002,Beeston and Holbeck ,Pothole Carriageway,08/09/2025,,71.67,429891.17,433109.79
HWO2528347,CROSS ELFORD STREET -  (Gipton and Harehills) - 23003889-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431696.56,435165.42
HWO2528333,SCHOOL LANE -  (Harewood) - 23024054-001,Harewood,Pothole Carriageway,05/09/2025,09/09/2025,71.67,438983.59,445950.25
HWO2528329,ELFORD GROVE -  (Gipton and Harehills) - 23004643-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431807.38,435158.6
HWO2528325,BAYSWATER ROW -  (Gipton and Harehills) - 23001825-003,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431837.54,435069.84
HWO2528322,BAYSWATER ROW -  (Gipton and Harehills) - 23001825-003,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431808.04,435071.7
HWO2528319,BAYSWATER ROW -  (Gipton and Harehills) - 23001825-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431631.32,435111.56
HWO2528317,BAYSWATER ROW -  (Gipton and Harehills) - 23001825-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431571.95,435126.81
HWO2528315,BAYSWATER ROW -  (Gipton and Harehills) - 23001825-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431562.73,435125.43
HWO2528311,BAYSWATER ROW -  (Gipton and Harehills) - 23001825-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431529.77,435138.08
HWO2528308,BAYSWATER GROVE -  (Gipton and Harehills) - 23001821-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431516.14,435118.42
HWO2528305,BAYSWATER GROVE -  (Gipton and Harehills) - 23001821-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431608.89,435098.73
HWO2528303,BAYSWATER GROVE -  (Gipton and Harehills) - 23001821-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431643.88,435092.17
HWO2528301,BAYSWATER VIEW -  (Gipton and Harehills) - 23001828-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431649.13,435085.23
HWO2528299,BAYSWATER GROVE -  (Gipton and Harehills) - 23001821-002,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431677.54,435079.91
HWO2528297,BAYSWATER GROVE -  (Gipton and Harehills) - 23001821-002,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431689.77,435078.85
HWO2528287,BROADLEA HILL -  (Bramley and Stanningley) - 23002533-001,Bramley and Stanningley,Pothole Carriageway,05/09/2025,18/09/2025,71.67,425283.1633,435865.5333
HWO2528286,BROADLEA HILL -  (Bramley and Stanningley) - 23002533-001,Bramley and Stanningley,Pothole Carriageway,05/09/2025,18/09/2025,71.67,425283.1633,435865.5333
HWO2528285,BROADLEA HILL -  (Bramley and Stanningley) - 23002533-001,Bramley and Stanningley,Pothole Carriageway,05/09/2025,18/09/2025,71.67,,
HWO2528282,BROADLEA CLOSE -  (Bramley and Stanningley) - 23002529-001,Bramley and Stanningley,Pothole Carriageway,05/09/2025,18/09/2025,71.67,425468.39,435740.95
HWO2528280,BROADLEA MOUNT -  (Bramley and Stanningley) - 23002534-001,Bramley and Stanningley,Pothole Carriageway,05/09/2025,18/09/2025,71.67,425622.5729,435440.4286
HWO2528279,BROADLEA MOUNT -  (Bramley and Stanningley) - 23002534-001,Bramley and Stanningley,Pothole Carriageway,05/09/2025,18/09/2025,71.67,425622.5729,435440.4286
HWO2528259,CAVE LANE -  (Ardsley and Robin Hood) - 23022692-001,Ardsley and Robin Hood,Pothole Carriageway,05/09/2025,16/10/2025,71.67,430830.36,425515.77
HWO2528252,WEST PARK CRESCENT -  (Roundhay) - 23013244-002,Roundhay,Pothole Carriageway,05/09/2025,11/09/2025,71.67,432809.59,438935.94
HWO2528249,BEXLEY AVENUE -  (Gipton and Harehills) - 23014010-001,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,431636.83,434998.71
HWO2528245,STREET LANE -  (Morley North) - 23022602-005,Morley North,Pothole Carriageway,05/09/2025,09/09/2025,71.67,424315.0833,429116.13
HWO2528239,CAVE LANE -  (Ardsley and Robin Hood) - 23022692-002,Ardsley and Robin Hood,Pothole Carriageway,05/09/2025,16/10/2025,71.67,431002.68,425417.9
HWO2528230,RIBBLESDALE AVENUE - (Garforth and Swillington) - 23021517,Garforth and Swillington,Pothole Carriageway,05/09/2025,16/09/2025,71.67,441713.3787,432696.2256
HWO2528226,RING ROAD LOWER WORTLEY - (Farnley and Wortley) - 23010290,Farnley and Wortley,Pothole Carriageway,05/09/2025,28/10/2025,71.67,427131.4769,431586.101
HWO2528221,KIRKHILLS - (Harewood) - 23024709,Harewood,Pothole Carriageway,05/09/2025,08/10/2025,71.67,438056.8971,440427.422
HWO2528219,WESTFIELD GROVE - (Kippax and Methley) - 23021808,Kippax and Methley,Pothole Carriageway,05/09/2025,17/09/2025,71.67,441061,428550
HWO2528216,NORTHWOOD VIEW - (Pudsey) - 23020499,Pudsey,Pothole Carriageway,05/09/2025,12/09/2025,71.67,422740.8585,432222.5433
HWO2528215,AMBERTON CRESCENT - (Gipton and Harehills) - 23000302,Gipton and Harehills,Pothole Carriageway,05/09/2025,18/09/2025,71.67,433256.6118,435617.8506
HWO2528213,COLDCOTES DRIVE - (Gipton and Harehills) - 23003532,Gipton and Harehills,Pothole Carriageway,05/09/2025,18/09/2025,71.67,433641.3535,434987.1225
HWO2528212,LIVINIA GROVE - (Little London Woodhouse) - 23015151,Little London and Woodhouse,Pothole Carriageway,05/09/2025,11/09/2025,71.67,429997.4403,434890.08
HWO2528209,CAXTON STREET - (Wetherby) - 23022007,Wetherby,Pothole Carriageway,05/09/2025,09/09/2025,71.67,440147.3069,448367.2968
HWO2528207,SCOTT HALL WAY - (Chapel Allerton) - 23015048,Chapel Allerton,Pothole Carriageway,05/09/2025,10/09/2025,71.67,430035.9452,436633.4565
HWO2528202,ASHTON ROAD - (Gipton and Harehills) - 23000538,Gipton and Harehills,Pothole Carriageway,05/09/2025,08/09/2025,71.67,432024.4986,435341.3715
HWO2528198,ALL SAINTS VIEW - (Rothwell) - 23023343,Rothwell,Pothole Carriageway,05/09/2025,12/09/2025,71.67,436390.1044,429042.0001
HWO2528194,WOODHOUSE STREET - (Headingley and Hyde Park) - 23013689,Headingley and Hyde Park,Pothole Carriageway,05/09/2025,05/09/2025,71.67,429245.3811,435439.3628
HWO2528188,MOOR KNOLL CLOSE -  (Ardsley and Robin Hood) - 23022703-001,Ardsley and Robin Hood,Pothole Carriageway,05/09/2025,16/10/2025,71.67,430567.81,425554.85
HWO2528167,ST JOHNS ROAD -  (Wetherby) - 23024215-001,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,442913.54,445012.73
HWO2528166,THE AVENUE -  (Harewood) - 23024076-001,Harewood,Pothole Carriageway,04/09/2025,09/09/2025,71.67,438436.16,446025.53
HWO2528164,HIGH STREET -  (Wetherby) - A-0659-058,Wetherby,Pothole Carriageway,04/09/2025,22/09/2025,71.67,443241.1,445463.56
HWO2528162,BOSTON ROAD -  (Wetherby) - C-014-024,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,442865.79,444819.57
HWO2528161,PRIMROSE LANE -  (Wetherby) - 23021922-002,Wetherby,Pothole Carriageway,04/09/2025,22/09/2025,71.67,442404.18,445268.72
HWO2528160,PRIMROSE LANE -  (Wetherby) - 23021922-002,Wetherby,Pothole Carriageway,04/09/2025,22/09/2025,71.67,442156.46,445190.35
HWO2528156,SUMMERFIELD DRIVE -  (Bramley and Stanningley) - 23011766-003,Bramley and Stanningley,Pothole Carriageway,04/09/2025,05/09/2025,71.67,,
HWO2528154,SUMMERFIELD ROAD -  (Bramley and Stanningley) - 23011771-001,Bramley and Stanningley,Pothole Carriageway,04/09/2025,18/09/2025,71.67,423079.71,435174.351
HWO2528149,SUMMERFIELD PLACE -  (Bramley and Stanningley) - 23011770-002,Bramley and Stanningley,Pothole Carriageway,04/09/2025,18/09/2025,71.67,423233.5525,435234.5988
HWO2528147,SUMMERFIELD GARDENS -  (Bramley and Stanningley) - 23011767-001,Bramley and Stanningley,Pothole Carriageway,04/09/2025,18/09/2025,71.67,423333.8191,435407.8418
HWO2528145,HIGH STREET -  (Wetherby) - A-0659-062,Wetherby,Pothole Carriageway,04/09/2025,22/09/2025,71.67,443837.78,445122.9
HWO2528144,HIGH STREET -  (Wetherby) - A-0659-062,Wetherby,Pothole Carriageway,04/09/2025,22/09/2025,71.67,444033.04,445058.71
HWO2528143,HIGH STREET -  (Wetherby) - A-0659-062,Wetherby,Pothole Carriageway,04/09/2025,22/09/2025,71.67,444045.32,445053.63
HWO2528141,HIGH STREET -  (Wetherby) - A-0659-062,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,444133.33,445002.75
HWO2528139,HIGH STREET -  (Wetherby) - A-0659-062,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,444140.56,444994.88
HWO2528136,HIGH STREET -  (Wetherby) - A-0659-062,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,444472.61,444775.61
HWO2528134,HIGH STREET -  (Wetherby) - A-0659-062,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,444506.11,444762.89
HWO2528132,HIGH STREET -  (Wetherby) - A-0659-064,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,444816.28,444756.67
HWO2528130,BAR LANE -  (Wetherby) - 23024187-002,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,444506.56,444753.05
HWO2528127,BAR LANE -  (Wetherby) - 23024187-002,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,,
HWO2528126,BAR LANE -  (Wetherby) - 23024187-002,Wetherby,Pothole Carriageway,04/09/2025,05/09/2025,71.67,444391.63,444703.94
HWO2528123,HIGH STREET -  (Wetherby) - 23024276-002,Wetherby,Pothole Carriageway,04/09/2025,22/09/2025,71.67,443363.62,444497.1
HWO2528113,LINGWELL ROAD -  (Middleton Park) - 23007601-001,Middleton Park,Pothole Carriageway,04/09/2025,14/10/2025,71.67,430340.26,428086.41
HWO2528107,TOULSTON LANE -  (Wetherby) - C-166-004,Wetherby,Pothole Carriageway,04/09/2025,25/09/2025,71.67,444274.59,442678.63
HWO2528106,CROFT AVENUE -  (Ardsley and Robin Hood) - 23022693-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,430533.75,425055.31
HWO2528105,CROFT AVENUE -  (Ardsley and Robin Hood) - 23022693-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,430542.2,425051.49
HWO2528104,CROFT AVENUE -  (Ardsley and Robin Hood) - 23022693-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,430554.27,425048.08
HWO2528103,CROFT AVENUE -  (Ardsley and Robin Hood) - 23022693-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,430605.23,425021.87
HWO2528102,CROFT AVENUE -  (Ardsley and Robin Hood) - 23022693-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,143.34,430593.91,425023.7
HWO2528101,CROFT AVENUE -  (Ardsley and Robin Hood) - 23022693-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,430557.619,425044.709
HWO2528100,THE CLOSE -  (Ardsley and Robin Hood) - 23022711-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,430531.04,425162.22
HWO2528097,BACK WOOD STREET -  (Ardsley and Robin Hood) - 23024618-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,430921.2267,425885.7067
HWO2528092,BOWCLIFFE ROAD -  (Wetherby) - C-014-012,Wetherby,Pothole Carriageway,04/09/2025,25/09/2025,71.67,442493.87,442881.97
HWO2528091,TOWN STREET -  (Middleton Park) - 23012297-001,Middleton Park,Pothole Carriageway,04/09/2025,14/10/2025,143.34,429680.09,428274.65
HWO2528090,TOWN STREET -  (Middleton Park) - 23012297-002,Middleton Park,Pothole Carriageway,04/09/2025,14/10/2025,71.67,429794.07,428312.36
HWO2528089,TOWN STREET -  (Middleton Park) - 23012297-002,Middleton Park,Pothole Carriageway,04/09/2025,14/10/2025,71.67,429845.31,428334.08
HWO2528088,BACK OXFORD STREET -  (Ardsley and Robin Hood) - 23030082-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,431120.51,425830.12
HWO2528086,BACK OXFORD STREET -  (Ardsley and Robin Hood) - 23030082-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,431136.45,425842.04
HWO2528085,BACK OXFORD STREET -  (Ardsley and Robin Hood) - 23030082-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,431154.07,425853.78
HWO2528084,BACK OXFORD STREET -  (Ardsley and Robin Hood) - 23030082-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,431131.38,425838.75
HWO2528082,THORNER ROAD -  (Wetherby) - C-013-022,Wetherby,Pothole Carriageway,04/09/2025,25/09/2025,71.67,441848.06,442830.42
HWO2528079,THORNER ROAD -  (Wetherby) - C-013-020,Wetherby,Pothole Carriageway,04/09/2025,25/09/2025,71.67,441375.41,442790.99
HWO2528078,BACK PAWSON STREET -  (Ardsley and Robin Hood) - 23024626-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,431100.85,425875.32
HWO2528074,BACK PAWSON STREET -  (Ardsley and Robin Hood) - 23024626-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,431105.49,425883.84
HWO2528072,THORNER ROAD -  (Wetherby) - C-013-020,Wetherby,Pothole Carriageway,04/09/2025,25/09/2025,71.67,441098.3,442775.95
HWO2528071,BACK PAWSON STREET -  (Ardsley and Robin Hood) - 23024626-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,431081.65,425865.57
HWO2528067,SIMPSON STREET -  (Ardsley and Robin Hood) - 23022710-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,13/10/2025,71.67,431173.37,425830.78
HWO2528063,MOOR ROAD -  (Hunslet and Riverside) - 23030324-004,Hunslet and Riverside,Pothole Carriageway,04/09/2025,14/10/2025,71.67,430947.05,430761.08
HWO2528050,CHAUCER AVENUE - (Pudsey) - 23020580,Pudsey,Pothole Carriageway,04/09/2025,23/10/2025,71.67,422784.135,432841.0901
HWO2528045,GRANNY AVENUE - (Morley North) - 23022384,Morley North,Pothole Carriageway,04/09/2025,,71.67,427215.2455,429675.5829
HWO2528044,OLD ROAD - (Morley North) - 23022405,Morley North,Pothole Carriageway,04/09/2025,,71.67,427266.0429,429654.886
HWO2528042,NEW YORK ROAD - (Little London Woodhouse) - 23008772,Little London and Woodhouse,Pothole Carriageway,04/09/2025,,71.67,430933.4733,433777.4617
HWO2528040,ARTHINGTON LANE - (Adel and Wharfedale) - 23032527,Adel and Wharfedale,Pothole Carriageway,04/09/2025,,71.67,427660.2925,444739.9042
HWO2528038,ASH HILL LANE - (Harewood) - 23000472,Harewood,Pothole Carriageway,04/09/2025,24/09/2025,71.67,434882.5463,439636.7732
HWO2528037,BEECH RISE - 23033486,Gipton and Harehills,Pothole Carriageway,04/09/2025,18/09/2025,71.67,433577.6418,435068.7814
HWO2528036,BRECKS LANE - (Kippax and Methley) - 23021775,Kippax and Methley,Pothole Carriageway,04/09/2025,20/10/2025,71.67,439524.3777,431533.9761
HWO2528032,QUEEN STREET -  (Ardsley and Robin Hood) - 23022708-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,08/10/2025,71.67,430929.9,425724.79
HWO2528030,BRIGHT STREET -  (Ardsley and Robin Hood) - 23022690-001,Ardsley and Robin Hood,Pothole Carriageway,04/09/2025,08/10/2025,71.67,430973.39,425748
HWO2528027,THORNER LANE -  (Harewood) - 23024302-001,Harewood,Pothole Carriageway,03/09/2025,,71.67,439334.39,442789.52
