Stop_No,Location,X,Y,Platetype,Adshelnum,Plate_loca,Casetype,Schemestop,Lighting,Nexusplate,District,Status,Shelter_Ty
9354,STATION ROAD,427916,569758,C5,0503/0010,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
9355,CRESCENT WAY F/HALL,428161,569902,O4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9356,"MEADWAY,FOREST HALL",428453,569731,O4, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,TIMELINE
9357,FEETHAM AVENUE MEADWAY ESTATE,428976,569731,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
9360,"FOREST HALL RD,F/HALL",428123,569850,C5,0503/0228,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
9361,STATION ROAD FOREST HALL,427982,569752,C6, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
9362,BRIAR EDGE FOREST HALL,427729,569775,X3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ABACUS
9363,"FOREST HALL RD,F/HALL",428125,569938,C5,0503/0014,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
9364,"GT LIME RD,P-VILLE",429822,569986,C3,0503/0144,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
9365,"GT LIME RD,PALMERSVILLE",429766,569980,C3,0503/0143,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
9370,"WEST FARM AVE, LONGBENTON",425728,568758,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9371,"STONELEIGH AVE,L/BENTON",425945,569054,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9372,"STONELEIGH AVE,L/BENTON",426310,569058,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
9373,"STONELEIGH AVE,L/BENTON",426556,568973,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
9374,"WEST FARM AVE, LONGBENTON",426655,568703,C4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
9375,GOATHLAND AVE L/BENTON,426970,568832,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9378,GOATHLAND AVE L/BENTON,427210,568872,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9379,"HAILSHAM AVE,L/BENTON",427268,569058,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
9380,"HAILSHAM AVE,L/BENTON",427238,569330,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ABACUS
9381,HAILSHAM AVE BENTON,427284,569011,O4, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ABACUS
9382,GOATHLAND AVE L/BENTON,427186,568859,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9383,"GOATHLAND AVE,L/BENTON",426930,568816,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9384,"WEST FARM AVE, LONGBENTON",426700,568712,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9385,"STONELEIGH AVE,L/BENTON",426523,568997,X3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ABACUS
9388,"WEST FARM AVE, LONGBENTON",425698,568747,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9397,"WEST FARM AVE,L/BENTON",426081,568794,C2, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,TIMELINE
9398,"WEST FARM AVE, LONGBENTON",426324,568681,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9399,"ASHLEIGH GR,BENTON",427604,569025,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,STONE & TOILET
9400,ASHLEIGH GROVE,427703,569047,X1, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9401,ASHLEIGH GROVE,427695,569037,X1, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9402,ASHLEIGH GR BENTON,427566,569009,X1, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9403,"WEST FARM AVE,L/BENTON",426310,568674,C2, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
9404,"WEST FARM AVE,L/BENTON",426034,568797,C2, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9426,STATION ROAD ARTS CENTRE,429730,566711,C3,0503/0015,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
9427,STATION ROAD DORSET AVENUE,429430,567062,C2, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9428,"STATION RD,HIGH FARM",429187,567453,C4,0503/0099,BRACKET,LARGE, ,AT STOP,Yes,North Tyneside,OPERATING,ADSHEL
9429,STATION RD W/END,429130,567702,C4, ,NONE,NONE, ,POWERED,Yes,North Tyneside,OPERATING,NONE
9430,"STATION RD,HIGHFARM",429080,567948,C3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9431,STATION RD HIGH FARM,429017,568248,C4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9432,"STATION RD,HIGH FARM",428961,568918,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9433,STATION RD BENTON,428971,568933,C4, ,BRACKET,LARGE, ,BENCH SHELTER,New,North Tyneside,OPERATING,ARUN
9434,STATION RD HIGH/FARM,429037,568196,C4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9435,STATION ROAD MULLEN ROAD,429108,567847,C3, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ARUN
9436,STATION RD W/END,429152,567633,C4, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ARUN
9437,STATION RD W/END,429202,567439,C4, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ARUN
9438,"STATION ROAD, DORSET AVENUE",429406,567107,C5, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9439,STATION RD W/END,429741,566713,C4, ,Removed,None, ,Nearby,Yes,North Tyneside,OPERATING,NONE
9441,DORSET AVENUE,429220,566983,O1, ,METAL,NORMAL, ,NEARBY,New,North Tyneside,OUTSER,NONE
9444,DORSET AVENUE,429232,566995,O1, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OUTSER,NONE
9445,WILTSHIRE GARDENS,429081,567354,O2, ,STAINLESS STEEL,NONE, ,NEARBY,New,North Tyneside,OPERATING,NONE
9446,"CROSS AVE , HADRIAN LODGE",428883,567605,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9447,MULLEN ROAD EXETER ROAD,429219,567914,O1, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9448,"MULLEN RD,HIGH FARM",429585,567845,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9449,MULLEN ROAD HIGH FARM,429867,567900,O1, ,STAINLESS STEEL,LARGE, ,AT STOP,New,North Tyneside,OPERATING,NONE
9450,KINGS ROAD NORTH,429920,567781,O1, ,BRACKET,LARGE, ,BENCH SHELTER,New,North Tyneside,OPERATING,ARUN
9451,MULLEN ROAD HIGH FARM,429745,567867,O1, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9452,"MULLEN RD,HIGHFARM",429511,567837,X4, ,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ARUN
9453,MULLEN ROAD STATION ROAD,429134,567897,X4, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ARUN
9454,"PRINCE RD,WALLSEND",429608,567117,O4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9455,PROSPECT AVE W/END,429755,567242,O4, ,STAINLESS STEEL,NONE, ,NEARBY,New,North Tyneside,OPERATING,NONE
9456,PROSPECT AVE  W/END,429744,567455,O4, ,STAINLESS STEEL,NONE, ,NEARBY,New,North Tyneside,OPERATING,NONE
9457,PROSPECT AVE W/END,429751,567429,O4, ,STAINLESS STEEL,NONE, ,AT STOP,New,North Tyneside,OPERATING,NONE
9458,PROSPECT AVE W/END,429761,567245,O4, ,METAL,NONE, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
9459,"PRINCE RD,WALLSEND",429561,567061,O4, ,STAINLESS STEEL,NONE, ,AT STOP,New,North Tyneside,OPERATING,SHELTER REMOVED
9483,WAVERDALE AVENUE,429395,565489,O3,0502/1091,STAINLESS STEEL,LARGE, ,UNKOWN,New,North Tyneside,OPERATING,NONE
9500,"COACH LANE,BENTON",427462,568061,O4,0502/0637,BRACKET,LARGE, ,UNKOWN,Yes,North Tyneside,OPERATING,ADSHEL
9502,"COACH LANE,BENTON",427448,568010,O4,0502/0636,BRACKET,LARGE, ,UNKOWN,Yes,North Tyneside,OPERATING,ADSHEL
9503,"COACH LANE,BENTON",427419,568226,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
9510,"WHITEFRIARS WAY, LONGBENTON",426281,568633,C3, ,Removed,None, ,At Stop,Yes,North Tyneside,OPERATING,NONE
9511,"CHESTERS AVE, LONGBENTON",426094,568440,C3, ,Removed,None, ,At Stop,Yes,North Tyneside,OPERATING,NONE
9512,"CHESTERS AVE, LONGBENTON",426002,568695,C3, ,Removed,Normal, ,Nearby,Yes,North Tyneside,OPERATING,NONE
9825,"Station Road, Wallsend S/b",429745,566706,C3, ,Stainless Steel,Normal, ,none,New,North Tyneside,OPERATING,NONE
9826,"West Street, Wallsend S/b",429021,567084, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING, 
9827,"West Street, Wallsend N/b",429122,566915, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING, 
9828,"West Street, Wallsend S/b",429114,566951, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING, 
9829,"West Street, Wallsend s/b",429238,566768, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING, 
9830,"West Street, Wallsend S/b",429273,566747, , ,Stainless steel,Normal, , , ,North Tyneside,OPERATING, 
9831,"West Street, Wallsend N/b",429393,566581, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING,NONE
9832,"West Street, Wallsend S/b",429393,566581, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING,NONE
9833,"West Street, Wallsend N/b",429015,567071, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING,NONE
9876,Balliol Buisness Park Entrance,426527,569568, , ,Stainless Steel,Normal, , , ,North Tyneside,OPERATING,NONE
9877,Balliol Buisness Park West,426280,569519, , ,Stainless Steel,Normal, , ,Yes,North Tyneside,OPERATING,NONE
9878,Balliol Buisness Park Bus Link - E/b,426093,569491, , ,Bracket,Large, ,in Shelter,Yes,North Tyneside,OPERATING,ARUN
9879,Balliol Business Park Bus Link W/b,426088,569485, , ,Bracket,Large, ,In shelter,Yes,North Tyneside,OPERATING,ARUN
9900,WHITLEY ROAD BENTON ASDA,429621,569736,C2,0503/0028,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
9901,"WHITLEY RD,BENTON SQ",429565,569661,C3,0503/0029,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
9902,"WHITLEY RD,BENTON",429204,569283,C3, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9903,"WHITLEY RD,BENTON",429051,569087,C4, ,METAL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
9904,CROSS AVE W/END,429097,567642,X3, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9905,"SPRINGFIELD GDNS,W/END",428832,567552,O4, ,STAINLESS STEEL,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
9906,"WILTSHIRE DR,H/LODGE",428926,568083,O4, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,ARUN
9907,"WILTSHIRE DR,H/LODGE",428925,568049,O4, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,ARUN
9908,"WILTSHIRE DR,H/LODGE",428913,568221,O4, ,STAINLESS STEEL,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
9909,"WILTSHIRE DR,H.LODGE",428906,568197,X4, ,STAINLESS STEEL,LARGE, ,AT STOP,New,North Tyneside,OPERATING,NONE
9910,WILTSHIRE DR. HADRIAN LODGE,428723,568240,O4, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,ARUN
9911,"WILTSHIRE DRIVE, H/LODGE",428727,568225,O4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
9912,"WILTSHIRE DR,H/LODGE",428615,568000,O4, ,Bracket,Large, ,None,Yes,North Tyneside,OPERATING,ARUN
9913,"WILTSHIRE DR,H/LODGE",428623,567981,O4, ,Bracket,Large, ,None,Yes,North Tyneside,OPERATING,ARUN
9914,"WILTSHIRE DR,H/LODGE",428665,567564,O4, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,ARUN
9915,"WILTSHIRE DR,H/LODGE",428678,567574,O4, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,TIMELINE
9916,"COACH LANE,BENTON",427426,568242,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
9917,"WILTSHIRE DR,H/LODGE",428699,567752,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,North Tyneside,OPERATING,NONE
9918,"WILTSHIRE DR,H/LODGE",428690,567710,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9919,"WILTSHIRE DR,H-LODGE",428686,567386,O4, ,Stainless Steel,None, ,At Stop,Yes,North Tyneside,OPERATING,NONE
9920,BENTON HYPERMARKET,429622,569641,C3, ,Stainless Steel,None, ,Nearby,Yes,North Tyneside,OPERATING,NONE
9921,MEAD WAY F/HALL E/BOUND,428647,569662,O4, ,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ARUN
9922,CROSS AVENUE-STRAWBERRY GARDENS-E/B,429044,567638,O3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9925,STATION ROAD THE DRIVE,429549,566924,C3,0503/0195,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
9926,STATION ROAD QUEENS CRESCENT,429591,566903,C4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9927,THE AVENUE WALLSEND,429532,566196,O4, ,METAL,NORMAL, ,NEARBY,Yes,North Tyneside,OUTSER,NONE
9928,THE AVENUE WALLSEND,429524,566186,O4, ,Metal,None, ,Nearby,Yes,North Tyneside,OPERATING,NONE
9929,EASTFIELD AVE WALLSEND,429566,565884,O4, ,Stainless Steel,None, ,Unknow,New,North Tyneside,OPERATING,NONE
9930,"EASTFIELD AVE,WALLSEND",429608,565895,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OUTSER,NONE
9933,MAURICE RD WALLSEND,429549,565651,X4, ,STAINLESS STEEL,NORMAL, ,UNKOWN,New,North Tyneside,OPERATING,NONE
9934,MAURICE ROAD,429498,565629,O2, ,STAINLESS STEEL,NONE, ,UNKOWN,New,North Tyneside,OUTSER,NONE
9939,"WILTSHIRE GDNS,WALLSEND",429114,567377,X1, ,STAINLESS STEEL,NONE, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
9940,SPRINGFIELD GDNS W/END,428890,567300,O4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
9941,WILTSHIRE GARDENS,428915,567284,O2, ,STAINLESS STEEL,NONE, ,NEARBY,New,North Tyneside,OPERATING,NONE
9942,"WILTSHIRE DR,WALLSEND",428824,567273,X3, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9943,"WILTSHIRE DR,WALLSEND",428756,567267,O3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9944,COAST ROAD HOME PARK,428348,566973,C3, ,SHELTER,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9975,"BLACKFRIARS WAY,L/BENT",426232,569025,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
9976,"STONELEIGH AVE,L/BENTON",425827,568828,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9977,"BLACKFRIARS WAY,L/BEN",426258,568747,C4, ,STAINLESS STEEL,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
9978,FRONT STREET COLLEGE LANE,427273,568452,O1, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9980,"STONELEIGH AVE,L/BENTON",426196,569047,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,TIMELINE
9981,"STONELEIGH AVE,L/BENTON",425908,569041,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
9982,"STONELEIGH AVE,L/BENTON",425833,568842,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
9983,"WHITEFRIARS WAY, LONGBENTON",426272,568620,C3, ,Removed,None, ,Nearby,Yes,North Tyneside,OPERATING,NONE
9985,"WHITEFRIARS WAY, LONGBENTON",426250,568432,C3, ,Removed,None, ,Nearby,Yes,North Tyneside,OPERATING,NONE
9986,"STONELEIGH AVE,LBENTON",426585,568836,O4, ,Removed,None, ,Unknow,Yes,North Tyneside,OPERATING,NONE
9987,BALLIOL BUSINESS PARK,426631,569663,C5,0503/0176,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
9988,BALLIOL BUSINESS PARK,426665,569697,C5,0503/0175,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
9989,"CHESTERS AVE, LONGBENTON-REDUNDANT",426086,568465,C3, ,Removed,None, ,At Stop,Yes,North Tyneside,OPERATING,NONE
9990,BT CALL CENTRE,425835,569272,C5, ,BRACKET,NORMAL, ,POWERED,New,North Tyneside,OPERATING,INSIGNIA
9991,BT CALL CENTRE,425832,569271,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING, 
9992,"BLACKFRIARS WAY, Longbenton",426249,568748,C3, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
9993,QUORUM BUSINESS PARK,426662,569485,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
9994,BALLIOL BUSINESS PARK WEST,426288,569566,C3, ,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ARUN
9995,QUORUM BUSINESS PARK,426792,569603,C4, ,BRACKET,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,SPECIAL
9996,BALLIOL BUSINESS PARK WEST,426525,569580,C2, ,Stainless Steel, , , ,New,North Tyneside,OPERATING,NONE
9997,Quorum Buisness Park,427117,569790,O1, ,Stainless Steel, , , ,New,North Tyneside,OPERATING, 
9998,Quorum Business Park,426993,569749, , ,Stainless Steel,Normal, ,None, ,North Tyneside,OPERATING, 
9999,KLLINGWORTH VILLAGE,428182,570933,O4, ,CHECK,NONE, ,UNKOWN,Yes,North Tyneside,OPERATING,NONE
09DSSWA,DSS - WHITLEY ROAD - A,427827,568212,X4, ,SPECIAL,NORMAL, ,UNKOWN,New,North Tyneside,OPERATING,SPECIAL
09DSSWB,DSS - WHITLEY ROAD - B,427849,568211,X4, ,SPECIAL,NORMAL, ,UNKOWN,New,North Tyneside,OPERATING,SPECIAL
09DSSWC,DSS - WHITLEY ROAD - C,427877,568214,X4, ,SPECIAL,NORMAL, ,UNKOWN,New,North Tyneside,OPERATING,SPECIAL
09DSSWD,DSS - WHITLEY ROAD - D,427895,568219,X4, ,SPECIAL,NORMAL, ,UNKOWN,New,North Tyneside,OPERATING,SPECIAL
09FLEAS,FOUR LANE ENDS INTERCHANGE STAND A,427074,568500, , ,STAND,LARGE, ,AT STOP, ,North Tyneside,OPERATING,NEXUS
09FLEBS,FOUR LANE ENDS INTERCHANGE STAND B,427083,568482, , ,STAND,LARGE, ,AT STOP, ,North Tyneside,OPERATING,NEXUS
09FLECS,FOUR LANE ENDS INTERCHANGE STAND C,427089,568464, , ,STAND,LARGE, ,AT STOP, ,North Tyneside,OPERATING,NEXUS
09FLEDS,FOUR LANE ENDS INTERCHANGE STAND D,427074,568446, , ,STAND,LARGE, ,AT STOP, ,North Tyneside,OPERATING,NEXUS
09FLEES,FOUR LANE ENDS INTERCHANGE STAND E,427053,568441, , ,STAND,LARGE, ,AT STOP, ,North Tyneside,OPERATING,NEXUS
09FLEFS,FOUR LANE ENDS INTERCHANGE STAND F,427038,568455, , ,STAND,LARGE, ,AT STOP, ,North Tyneside,OPERATING,NEXUS
09FLEGS,FOUR LANE ENDS INTERCHANGE STAND G,427025,568476, , ,STAND,LARGE, ,AT STOP, ,North Tyneside,OPERATING,NEXUS
10001,"BATTLE HILL DR, BATTLEHILL",430011,567708,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
10002,"COAST RD,BATTLE HILL",430939,567953,C2, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
10003,COAST ROAD EMBLETON AVENUE,431448,568156,O1, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
10004,TYNE MET COAST ROAD CAMPUS,431708,568250,O1, ,BRACKET,LARGE, ,LED,New,North Tyneside,OPERATING,TIMELINE
10005,COAST ROAD NORHAM ROAD,433288,568831,C3, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,TIMELINE
10006,COAST ROAD BILLY MILL,433967,569083,C3,0503/0090,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
10007,"BILLY MILL AVE,B/MILL",434343,568784,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
10008,"BILLY MILL AVE,CHIRTON",434425,568597,C4, ,BRACKET,LARGE, ,BENCH SHELTER,New,North Tyneside,OPERATING,TIMELINE
10009,"CHIRTON GREEN,CHIRTON",434621,568294,X1, ,BRACKET,LARGE, ,NEARBY,Yes,North Tyneside,OPERATING,TIMELINE
10010,ALBION ROAD,435004,568389,C5, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,ARUN
10011,CHIRTON GREEN,434646,568253,X1, ,BRACKET,LARGE, ,BENCH SHELTER,Yes,North Tyneside,OPERATING,ARUN
10012,"BILLY MILL AVE,CHIRTON",434439,568556,C4,0503/0210,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ADSHEL
10013,"BILLY MILL AVE,CHIRTON",434344,568754,C4, ,STAINLESS STEEL,Large, ,POWERED,New,North Tyneside,OPERATING,ARUN
10014,COAST ROAD BILLY MILL,433985,569058,C3,0503/0091,BRACKET,LARGE, ,AT STOP,Yes,North Tyneside,OPERATING,ADSHEL
10015,"COAST RD,BILLY MILL",433314,568773,C3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
10016,TYNE MET COAST ROAD CAMPUS,431729,568182,C4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
10017,COAST ROAD,431454,568085,C3, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
10018,COAST ROAD,430965,567925,C4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
10019,COAST ROAD,430164,567603,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
10021,HIGH STREET EAST,430422,566510,C4,0503/0062,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
10022,WALLSEND HIGH STREET,430728,566576,C4, ,BRACKET,LARGE, ,BENCH SHELTER,New,North Tyneside,OPERATING,ARUN
10023,"ST PETERS RD,HOLY CROSS",430910,566798,O4, ,Stainless Steel,Normal, ,Nearby,Yes,North Tyneside,OPERATING,NONE
10024,"ARCHER ST,HOLY CROSS",431092,567159,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
10025,ARCHER STREET ORDE AVENUE,431455,567143,O1, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,ARUN
10026,ARCHER STREET EDWARD ROAD,431633,567150,O1, ,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ARUN
10027,CHURCHILL STREET ROSEHILL,431864,567089,O1, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
10028,TYNEMOUTH ROAD HOWDON,432453,567168,C3,0503/0016,BRACKET,LARGE, ,AT STOP,New,North Tyneside,OPERATING,ADSHEL
10029,WALLSEND ROAD,433325,567511,C3, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
10030,WALLSEND RD W-CHIRTON,433693,567729,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,North Tyneside,OPERATING,NONE
10031,"WALLSEND RD,W-CHIRTON",433963,567932,X4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
10032,"THE QUADRANT,W/CHIRTON",434215,568195,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
10033,"THE QUADRANT,W-CHIRTON",434144,568394,X4, ,BRACKET,LARGE, ,NEARBY,New,North Tyneside,OPERATING,TIMELINE
10034,"LANSDOWNE TCE,W CHIRTON",434484,568651,X1, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
10035,"HAWKEYS LANE,CHIRTON",434782,568644,C3, ,BRACKET,LARGE, ,POWERED,Yes,North Tyneside,OPERATING,ARUN
10036,"HAWKEYS LANE,CHIRTON",434801,568530,C4, ,BRACKET,LARGE, ,POWERED,New,North Tyneside,OPERATING,ARUN
10037,"LANSDOWNE TCE,W CHIRTON",434728,568682,C3, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
10038,"LANSDOWNE TCE,W CHIRTON",434501,568645,X3, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,North Tyneside,OPERATING,NONE
10039,THE QUADRANT W-CHIRTON,434155,568388,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
10040,"THE QUADRANT,W/CHIRTON",434233,568178,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,North Tyneside,OPERATING,NONE
